Light,Strain,Ev,Acc,Rep,ExptDay,CellspmL,FSC,RedF,Chl.volextr,ChlReading,ChlperCell,Fm,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I
100,1391,24,24,C,7,412473,9338.29959,8622.05001,4.5,19.15,0.232136368,37751,0.513,69.96986488,8.41E-01,71.92948316,3.497552958,8.60E-07,0.992402852,0.125725195,0.000219167,72.4801254,9.861535011
100,1391,24,24,D,7,442488,9214.8708,8617.48756,4.5,19.5,0.220345174,38984,0.509,63.16826232,7.44E-01,65.0823085,3.451260632,1.44E-06,0.863786104,0.115690578,0.00029783,75.3453988,8.587496788
100,1391,24,24,E,7,428747,8890.90797,8613.76136,4.5,18.63,0.217261237,39269,0.525,53.87885506,6.42E-01,55.72502125,3.775945101,6.08E-06,0.732254183,0.124319301,0.001062537,76.10065268,7.280684186
100,1391,24,24,F,7,417812,9015.92454,8436.47538,4.5,19.81,0.23706847,35176,0.514,69.91657241,7.77E-01,73.48308181,3.461140658,7.12E-07,0.854906533,0.09145636,8.50E-05,85.9545213,8.510702104
100,2951,24,24,A,7,567014,8432.64068,5965.64711,,,,,,,,,,,,,,,
100,2951,24,24,B,7,455662,8816.93518,4629.94611,,,,,,,,,,,,,,,
100,2951,24,24,C,7,468749,8920.12366,4664.04556,,,,,,,,,,,,,,,
100,2951,24,24,D,7,184988,8905.35621,6102.71793,,,,,,,,,,,,,,,
100,2951,24,24,E,7,214456,7994.2874,4406.38333,,,,,,,,,,,,,,,
100,2951,24,24,F,7,225919,8593.20831,4804.17856,,,,,,,,,,,,,,,
100,1391,24,30,A,7,354769,8606.08463,9489.31281,,,,,,,,,,,,,,,
100,1391,24,30,B,7,470159,8378.08303,7581.30863,,,,,,,,,,,,,,,
100,1391,24,30,C,7,444944,8329.46102,9046.04724,,,,,,,,,,,,,,,
100,1391,24,30,D,7,428242,8103.30381,9538.70966,,,,,,,,,,,,,,,
100,1391,24,30,E,7,459252,8223.52021,8955.13865,,,,,,,,,,,,,,,
100,1391,24,30,F,7,490974,8226.73225,8904.59564,,,,,,,,,,,,,,,
100,2951,24,30,A,7,742649,7694.2985,5609.35398,,,,,,,,,,,,,,,
100,2951,24,30,B,7,497170,7593.64982,4667.62441,,,,,,,,,,,,,,,
100,2951,24,30,C,7,486342,7653.91405,4634.52536,,,,,,,,,,,,,,,
100,2951,24,30,D,7,608428,7618.99119,5482.66323,,,,,,,,,,,,,,,
100,2951,24,30,E,7,566217,7605.37691,4754.09716,,,,,,,,,,,,,,,
100,2951,24,30,F,7,456770,7759.97638,4988.03426,,,,,,,,,,,,,,,
100,1391,24,18,A,7.083333333,63476,10051.29138,5833.175863,4.5,2.48,0.1953509,3983,0.412,139.454016,1.12E+00,156.8989839,2.146020894,4.41E-10,1.253380112,0.027935769,8.21E-09,125.1806874,12.50720736
100,1391,24,18,B,7.083333333,216116,10036.87331,4963.645003,4.5,5.43,0.125626728,11854,0.465,156.6579488,1.18E+00,189.6522656,4.725023118,1.60E-08,1.234010397,0.039875652,7.56E-08,153.6877372,12.32271858
100,1391,24,18,C,7.083333333,150118,10405.50778,5663.878662,4.5,4.88,0.162538708,9189,0.447,151.7340582,1.21E+00,179.6969129,4.452363803,1.55E-08,1.253700378,0.043768704,1.20E-07,143.3332206,12.51670201
100,1391,24,18,D,7.083333333,111216,10148.65817,5697.499522,4.5,4.06,0.182528068,6533,0.426,147.54753,1.19E+00,171.8076238,3.040522473,2.06E-09,1.250946078,0.032725607,2.14E-08,137.3421499,12.48740158
100,1391,24,18,E,7.083333333,136192,9967.663139,5793.861037,4.5,4.2,0.154193782,10595,0.492,142.054953,1.07E+00,172.468544,4.957742012,3.76E-08,1.116907085,0.041400412,1.71E-07,154.4161966,11.15348314
100,1391,24,18,F,7.083333333,83798,10567.69729,4996.491157,4.5,3.63,0.216593054,4286,0.343,111.6331993,9.59E-01,125.7333807,2.970915395,1.16E-08,1.014250397,0.039435188,2.28E-07,123.9668045,10.12056157
100,2951,24,18,A,7.083333333,598815,8561.829965,3404.443178,4.5,15.99,0.133513767,29694,0.506,130.3643945,1.65E+00,131.1698796,2.00699962,8.63E-10,2.24829305,0.106584767,7.40E-07,58.34198511,22.26531187
100,2951,24,18,B,7.083333333,425345,8619.100587,3765.88481,4.5,9.74,0.114495404,23102,0.533,137.0417956,1.52E+00,140.0701998,3.258707795,1.06E-08,1.953741602,0.119465358,3.33E-06,71.6933087,19.41169084
100,2951,24,18,C,7.083333333,245965,8183.018754,3636.214479,4.5,5.38,0.10936505,11035,0.518,137.4109419,1.65E+00,139.8248857,3.004799294,6.60E-09,2.126341751,0.128699541,3.13E-06,65.75842556,21.10100834
100,2951,24,18,D,7.083333333,311325,8236.553229,4390.044622,4.5,8.21,0.131855731,17605,0.509,128.9823194,1.41E+00,133.3852572,3.648818518,2.80E-08,1.721862338,0.116344288,5.98E-06,77.4656918,17.1236125
100,2951,24,18,E,7.083333333,276668,8250.455526,3724.437519,4.5,6.27,0.113312534,11905,0.506,134.0783547,1.70E+00,135.8070918,3.269341277,1.30E-08,2.259128797,0.164543603,9.28E-06,60.11480706,22.38518855
100,2951,24,18,F,7.083333333,308348,8419.104856,3771.575649,4.5,8.18,0.132642509,13810,0.499,157.6061484,1.79E+00,160.8727812,2.545051498,1.05E-09,2.274805901,0.095629558,3.62E-07,70.71934404,22.59764535
100,1391,24,24,A,7.083333333,102338,8804.445762,9955.543177,4.5,4.53,0.221325578,12532,0.507,132.7777133,1.42E+00,145.0304712,7.474200488,1.21E-06,1.401861106,0.140560396,5.88E-05,103.4556638,13.97511446
100,1391,24,24,B,7.083333333,118821,8461.776257,8309.133735,4.5,4.99,0.209979708,12973,0.54,114.9957031,1.09E+00,137.0290113,9.642542225,7.59E-06,0.977321574,0.099356416,6.36E-05,140.2087246,9.75667772
100,1391,24,24,C,7.083333333,98376,8986.995469,9328.951333,4.5,4.21,0.213975048,10703,0.527,107.9595818,1.21E+00,115.386562,6.877487608,2.86E-06,1.253127639,0.160350255,0.000231628,92.07885804,12.48224094
100,1391,24,24,D,7.083333333,109501,8902.851622,9264.225104,4.5,5.35,0.244289071,12111,0.51,105.2343853,1.15E+00,112.9804742,6.417147422,2.16E-06,1.169714809,0.137066755,0.00014193,96.58805154,11.6555327
100,1391,24,24,E,7.083333333,100760,8823.087362,8963.712073,4.5,4.56,0.226279745,11512,0.529,84.72867783,9.69E-01,88.37685845,4.461037503,1.07E-06,1.07146932,0.127011176,0.000151393,82.48193094,10.66250227
100,1391,24,24,F,7.083333333,88639,8862.101465,9390.850482,4.5,3.67,0.207020221,10558,0.506,105.5233037,1.15E+00,112.3190265,4.927638235,4.67E-07,1.227114165,0.116147096,4.23E-05,91.53103248,12.22255035
100,2951,24,24,A,7.083333333,580359,8437.926488,6037.357458,4.5,21.28,0.18333489,58884,0.502,85.59841974,1.29E+00,86.03188834,0.989750645,1.56E-10,2.101977332,0.098521255,6.91E-07,40.92902766,20.61126717
100,2951,24,24,B,7.083333333,480917,8933.642971,4661.219286,4.5,14.27,0.148362317,30520,0.561,73.11883769,1.08E+00,73.63485963,0.918703269,2.54E-10,1.665173942,0.07983269,7.91E-07,44.22052123,16.37357688
100,2951,24,24,C,7.083333333,479039,8862.119931,4619.409315,4.5,13.05,0.136210282,30621,0.552,71.5305608,1.04E+00,71.59065822,0.86502162,2.10E-10,1.642660844,0.077114796,6.98E-07,43.58212986,16.14427583
100,2951,24,24,D,7.083333333,193105,8947.259743,6063.724979,4.5,7.97,0.20636488,14365,0.541,69.57599106,9.50E-01,69.11942588,1.85942622,2.53E-08,1.450942361,0.141702736,5.06E-05,47.63760969,14.29999199
100,2951,24,24,E,7.083333333,221345,8359.853704,4373.994655,4.5,6.12,0.138245993,12208,0.539,69.54833065,9.37E-01,69.29062074,3.216505899,6.53E-07,1.330708189,0.209321006,0.000710563,52.07048495,13.14586181
100,2951,24,24,F,7.083333333,207701,8709.229392,4818.139091,4.5,6.82,0.164178495,13033,0.541,71.71523345,1.03E+00,71.04646597,1.638932137,1.01E-08,1.607721306,0.142587147,2.91E-05,44.19078464,15.80829351
100,1391,24,30,A,7.083333333,94303,9040.459625,14501.5702,4.5,7.91,0.419392118,15859,0.499,57.83705087,6.95E-01,58.35825139,2.526734175,4.32E-07,0.949501993,0.122206034,0.000239184,61.46195776,9.412113555
100,1391,24,30,B,7.083333333,109719,8638.269828,12305.8998,4.5,8.58,0.391000321,15195,0.488,47.10282645,5.51E-01,47.93107322,2.382882498,9.80E-07,0.699586941,0.094793973,0.000317426,68.51339041,6.946610501
100,1391,24,30,C,7.083333333,89707,9378.509854,13820.87416,4.5,6.53,0.36396306,11648,0.469,53.38828885,5.21E-01,57.55123914,3.644775858,4.09E-06,0.575366695,0.072982639,0.000220683,100.0253224,5.734574098
100,1391,24,30,D,7.083333333,87831,9506.674886,14559.10129,4.5,8.06,0.458836793,13404,0.481,51.8577485,4.68E-01,57.32574358,2.780519197,8.47E-07,0.505710762,0.043976667,2.60E-05,113.35678,5.044029774
100,1391,24,30,E,7.083333333,110747,8865.127166,12774.67257,4.5,8.63,0.389625288,15847,0.5,41.35766307,4.70E-01,42.29808086,2.585745561,3.32E-06,0.581916862,0.092471664,0.000750021,72.68749825,5.782731417
100,1391,24,30,F,7.083333333,77713,9101.783797,12021.97709,4.5,4.09,0.211824092,7497,0.549,60.12437419,8.02E-01,58.09988774,4.289833649,3.93E-05,1.263086754,0.309545367,0.009535576,45.99833506,12.43557043
100,2951,24,30,A,7.083333333,96542,7319.391507,8486.823941,4.5,3.6,0.231622388,7925,0.407,70.13193967,6.32E-01,76.67639767,3.076692293,2.75E-07,0.696902578,0.05151989,1.01E-05,110.0245573,6.949899133
100,2951,24,30,B,7.083333333,48924,7385.548715,7747.64258,4.5,1.91,0.195202007,3423,0.533,83.74608059,9.00E-01,87.13389252,5.630181951,4.60E-06,1.060576838,0.161445448,0.000596422,82.15707659,10.55370108
100,2951,24,30,C,7.083333333,35068,7382.9689,7647.832788,4.5,1.16,0.16539387,2195,0.532,89.3601877,9.79E-01,92.14883353,4.162908839,5.56E-07,1.17588714,0.130000647,0.000102337,78.36537235,11.69545864
100,2951,24,30,D,7.083333333,106092,7990.522701,10203.89984,4.5,5.49,0.25873789,8302,0.544,64.7076176,8.91E-01,63.14813438,3.017571212,7.75E-07,1.475724032,0.277806324,0.001808842,42.79128956,14.49434032
100,2951,24,30,E,7.083333333,73836,7046.762273,7595.639942,4.5,2.66,0.180129269,5172,0.531,65.38993427,8.58E-01,64.62909605,2.580367722,2.67E-07,1.336650726,0.191536148,0.000430581,48.3515213,13.17913291
100,2951,24,30,F,7.083333333,69906,7391.772266,7558.805794,4.5,2.4,0.171659742,4346,0.545,68.21767717,8.32E-01,68.28735983,3.756207063,1.78E-06,1.122145899,0.184941867,0.000909426,60.85426134,11.12153245
100,1391,24,18,A,9,61303,10258.31465,6156.364997,4.5,2.55,0.207983713,4004,0.419,131.3359157,1.12E+00,147.1427238,3.101892429,5.88E-09,1.217610846,0.043311525,1.34E-07,120.8454444,12.14839194
100,1391,24,18,B,9,260178,10077.78365,4633.13477,4.5,6.15,0.118188203,13842,0.46,135.5005517,1.13E+00,156.5118789,3.819345932,1.41E-08,1.179231224,0.044140964,1.82E-07,132.7236557,11.7700486
100,1391,24,18,C,9,169392,10582.86386,5383.773272,4.5,5.39,0.159098145,9526,0.431,150.5587827,1.29E+00,174.5252854,5.548234316,6.86E-08,1.309051333,0.063529224,8.50E-07,133.3219569,13.06601955
100,1391,24,18,D,9,117683,10575.76479,5515.142172,4.5,4.65,0.197564437,6434,0.415,142.7976993,1.20E+00,164.2131655,3.691377301,8.64E-09,1.254044516,0.043860672,1.21E-07,130.9468391,12.51612369
100,1391,24,18,E,9,172238,10033.48804,5594.821018,4.5,5.53,0.160533419,11441,0.479,149.9778512,1.19E+00,178.7523936,4.553369657,1.83E-08,1.221751028,0.042819739,1.23E-07,146.3083635,12.19852083
100,1391,24,18,F,9,81764,11134.5076,4806.51389,4.5,3.68,0.22503857,3160,0.3,119.9504122,9.99E-01,140.7160384,3.262941549,1.04E-08,1.014749337,0.034415147,1.01E-07,138.6707371,10.1299398
100,2951,24,18,A,9,888503,8785.498839,3336.869326,4.5,14.61,0.092643854,35217,0.51,129.4200919,1.66E+00,129.7066586,3.095164807,1.24E-08,2.360003051,0.182919591,1.33E-05,54.9603775,23.34300305
100,2951,24,18,B,9,630593,8952.904412,4075.755436,4.5,13.72,0.129289396,30312,0.523,147.2015599,1.55E+00,151.1273541,3.307368185,7.36E-09,1.962376121,0.106578769,1.65E-06,77.01243025,19.51420919
100,2951,24,18,C,9,452962,8535.475233,3771.604537,4.5,7.52,0.106527064,16136,0.508,150.1689943,1.78E+00,152.9765848,3.531670885,1.01E-08,2.274897636,0.145298993,4.30E-06,67.24548058,22.58275377
100,2951,24,18,D,9,517668,8361.142279,4715.5908,4.5,10.51,0.125817645,23979,0.496,130.4783977,1.36E+00,133.626928,3.458018137,2.01E-08,1.765923339,0.115023208,4.83E-06,75.66972191,17.55714339
100,2951,24,18,E,9,464994,8648.201054,3888.034768,4.5,7.84,0.107398992,18428,0.495,158.9874108,1.81E+00,162.8071256,2.06532519,2.81E-10,2.276906092,0.076077622,9.23E-08,71.50366289,22.62176758
100,2951,24,18,F,9,507232,8697.036666,4016.687276,4.5,9.45,0.116027211,22003,0.51,150.3393522,1.78E+00,153.1050806,3.191718589,5.50E-09,2.287540582,0.132429016,2.41E-06,66.92999539,22.70669395
100,1391,24,24,A,9,156267,8877.553399,10940.10626,4.5,9.36,0.299486888,22587,0.503,122.3712146,1.28E+00,135.5002607,7.998069316,2.70E-06,1.240577678,0.135803089,9.68E-05,109.2235199,12.37122927
100,1391,24,24,B,9,185523,8495.30645,8897.038219,4.5,9.62,0.259267133,20846,0.535,96.73042957,9.60E-01,112.6520844,8.625182809,1.24E-05,0.869723894,0.104793854,0.000165849,129.5262613,8.680000014
100,1391,24,24,C,9,172007,8908.775553,10110.12675,4.5,9.54,0.277313494,18086,0.525,97.8969075,1.09E+00,104.6208153,6.263117708,2.94E-06,1.122468547,0.142815258,0.000224443,93.20601069,11.18181382
100,1391,24,24,D,9,187785,8743.22215,10218.1916,4.5,11.18,0.297681141,20983,0.511,101.112107,1.06E+00,111.2446065,7.428075745,5.58E-06,1.047047742,0.132891182,0.000221401,106.2459734,10.43966795
100,1391,24,24,E,9,157749,8662.110471,9846.746814,4.5,8.41,0.266562981,17372,0.504,83.32835412,9.32E-01,89.18615528,6.249315573,7.40E-06,0.957645986,0.142711609,0.00053211,93.13061046,9.539824484
100,1391,24,24,F,9,172003,8784.41745,10663.13811,4.5,9.54,0.277321311,17107,0.51,100.1895547,1.05E+00,109.3316167,6.124596538,1.99E-06,1.055914159,0.11499991,9.40E-05,103.5421448,10.52643345
100,2951,24,24,A,9,918317,8246.957359,4955.656988,4.5,32.16,0.175103009,68763,0.53,69.4610962,1.10E+00,69.40285033,0.97345246,5.12E-10,2.146950244,0.147360079,6.56E-06,32.32625001,20.80989783
100,2951,24,24,B,9,665190,8570.16839,4107.964038,4.5,19.58,0.147175904,35631,0.554,67.59076579,1.10E+00,68.4661063,1.151688054,1.52E-09,1.880161999,0.140805235,1.09E-05,36.41500377,18.34283291
100,2951,24,24,C,9,653345,8390.95812,4185.317537,4.5,18.15,0.138900478,35101,0.539,70.74690056,1.08E+00,70.90601192,1.347413451,3.16E-09,1.807844006,0.14454156,1.60E-05,39.22131095,17.69662729
100,2951,24,24,D,9,297901,8835.511385,5411.934384,4.5,10.9,0.1829464,17260,0.528,60.25549366,9.15E-01,59.62755317,0.992930702,1.43E-09,1.696249341,0.129239507,1.21E-05,35.15258737,16.51926906
100,2951,24,24,E,9,315924,8344.564051,4383.515672,4.5,8.9,0.140856708,13168,0.539,77.38078155,1.07E+00,76.72702376,4.558837375,2.81E-06,1.560174594,0.328379228,0.003155026,49.17848557,15.39021252
100,2951,24,24,F,9,378260,8624.957867,4776.135874,4.5,12,0.158621209,16826,0.545,69.77387953,1.03E+00,69.0687433,1.57718556,9.49E-09,1.703324697,0.159583845,3.99E-05,40.54936996,16.69613649
100,1391,24,30,A,9,159989,8236.344635,15775.36645,4.5,17.05,0.532850117,32733,0.519,73.58736357,8.13E-01,75.83830797,3.719635085,9.05E-07,0.996380949,0.122427316,0.000184951,76.11376755,9.906873137
100,1391,24,30,B,9,202400,8312.935508,12721.08878,4.5,17.88,0.441700339,30294,0.537,49.60057962,5.93E-01,50.04957425,2.494540035,9.95E-07,0.781643779,0.112085548,0.000432239,64.03118098,7.753503314
100,1391,24,30,C,9,149104,8604.509457,15069.52103,4.5,14.99,0.502670912,24969,0.523,60.21859349,6.16E-01,64.3298203,3.930867902,3.32E-06,0.68179178,0.087647428,0.000237639,94.35405682,6.792504409
100,1391,24,30,D,9,140655,8536.838283,15995.10424,4.5,15.25,0.542105259,23754,0.505,58.68884231,5.58E-01,64.18862978,3.164716279,9.33E-07,0.599678206,0.055830522,3.85E-05,107.0384568,5.979395895
100,1391,24,30,E,9,208326,8382.351681,12642.34388,4.5,16.32,0.391693956,27830,0.524,51.59864074,6.12E-01,52.49322478,2.846436064,1.64E-06,0.764676796,0.112836437,0.000504584,68.64759736,7.593134526
100,1391,24,30,F,9,163503,8711.462575,14703.66285,4.5,9.61,0.293878234,25812,0.482,63.279296,5.76E-01,69.33684935,2.900491032,3.52E-07,0.635791328,0.049392576,1.35E-05,109.0559847,6.340153557
100,2951,24,30,A,9,321416,7652.171546,8452.340223,4.5,16.1,0.250454547,34686,0.559,48.30284871,8.58E-01,48.6263265,0.93397409,3.37E-09,1.971177221,0.241814213,0.000183308,24.66867311,18.69859325
100,2951,24,30,B,9,155352,7729.971798,7756.442439,4.5,7.52,0.242031357,14842,0.567,59.32421439,9.14E-01,58.27159543,3.763631491,2.04E-05,1.662456364,0.444105723,0.013384779,35.05150373,16.18773925
100,2951,24,30,C,9,135189,7590.846282,7873.687375,4.5,6.23,0.230418837,13052,0.567,63.01746515,8.57E-01,62.26520764,3.604457864,2.41E-06,1.27092785,0.261388946,0.00281653,48.99192952,12.53566879
100,2951,24,30,D,9,263089,7492.267511,9406.959713,4.5,16.97,0.322514616,32075,0.527,47.90908026,7.81E-01,47.12957546,1.396159082,4.50E-08,1.867869493,0.34410828,0.001620322,25.23172826,17.75848566
100,2951,24,30,E,9,213017,7365.84224,7167.736353,4.5,10.13,0.237774517,17501,0.543,50.38688346,7.68E-01,49.00625725,2.24202156,5.99E-07,1.681647195,0.412180467,0.006502959,29.14181844,16.18609139
100,2951,24,30,F,9,182159,7677.536647,6811.646616,4.5,8.25,0.226450635,14372,0.554,63.03238221,9.18E-01,60.88589151,3.062802083,1.05E-06,1.696491184,0.384227463,0.004493478,35.88930616,16.53909458
100,1391,24,18,A,11,56536,10515.87085,6277.681655,4.5,2.64,0.233479325,3790,0.412,110.3917475,1.049397341,117.3409164,1.546192928,3.52E-10,1.20679322,0.032623225,2.60E-08,97.23365563,12.02556353
100,1391,24,18,B,11,294535,10258.72406,4258.887135,4.5,6.66,0.113059731,15263,0.445,120.4719092,1.030991098,136.2626942,2.42786104,2.15E-09,1.093202678,0.031877087,4.09E-08,124.6454084,10.90863247
100,1391,24,18,C,11,184402,10840.76435,5412.264523,4.5,6.1,0.165399369,9411,0.421,140.1212589,1.219328836,158.5060378,3.233021612,4.83E-09,1.278711424,0.042920662,9.48E-08,123.9576301,12.75944638
100,1391,24,18,D,11,122030,11007.70607,5390.15238,4.5,4.54,0.186020031,6060,0.396,137.9865241,1.187795254,157.5948279,3.592912352,9.40E-09,1.232807506,0.044834965,1.53E-07,127.8340919,12.30298978
100,1391,24,18,E,11,205760,10034.88635,5488.795019,4.5,5.56,0.13510902,13601,0.484,129.3438524,1.029722244,153.6760557,3.196434543,5.43E-09,1.058427588,0.030561728,3.86E-08,145.1927911,10.56757164
100,1391,24,18,F,11,78126,12007.74617,4668.281226,4.5,3.38,0.216317864,3017,0.278,112.0634175,0.931255714,130.5407145,2.950309415,8.92E-09,0.951743512,0.03184341,9.30E-08,137.1595529,9.500607442
100,2951,24,18,A,11,860873,8581.955622,2904.286153,4.5,16.57,0.096239461,40478,0.504,136.2182188,1.595709647,138.2412953,4.10943535,4.59E-08,2.060632398,0.169789589,1.90E-05,67.08682995,20.45505066
100,2951,24,18,B,11,628322,8694.68331,3416.97177,4.5,15.36,0.122230293,34584,0.506,135.4141229,1.492845311,138.1365571,2.219396296,1.16E-09,1.903493448,0.079601854,3.51E-07,72.57001973,18.91536239
100,2951,24,18,C,11,403678,8423.39498,3702.799817,4.5,8.76,0.108502365,18979,0.501,143.4092141,1.667835593,146.2722144,2.984966972,4.84E-09,2.147616549,0.120017686,1.96E-06,68.10909262,21.32316357
100,2951,24,18,D,11,444427,8048.461681,4291.359436,4.5,11.17,0.125667448,27729,0.477,120.1971466,1.228880698,123.546259,2.567561048,5.40E-09,1.590806004,0.081493803,1.17E-06,77.66268089,15.82072254
100,2951,24,18,E,11,402932,8400.49862,3770.280468,4.5,9.11,0.113046255,18091,0.496,137.1308208,1.716605767,139.0860747,3.430968894,1.51E-08,2.279457574,0.168118978,9.99E-06,61.01718071,22.59266217
100,2951,24,18,F,11,479075,8553.704539,3902.878493,4.5,11.98,0.125032678,25750,0.519,136.1216256,1.643102419,138.1714276,3.663761565,2.32E-08,2.145372104,0.162909364,1.18E-05,64.40441139,21.28296243
100,1391,24,24,A,11,269686,8675.766993,10932.46096,4.5,14.08,0.261044467,36992,0.543,97.42087307,1.063693689,105.5271522,5.976842836,2.12E-06,1.066549275,0.122115316,1.25E-04,98.94259433,10.62932493
100,1391,24,24,B,11,317980,8220.619296,8472.254088,4.5,15.09,0.237279107,31782,0.548,70.5200086,0.828873323,73.26451409,4.376699193,2.90E-06,0.933855656,0.136399242,4.78E-04,78.45378847,9.288308693
100,1391,24,24,C,11,293006,8580.032437,10063.92582,4.5,15.61,0.266376975,32401,0.547,75.4526994,0.817820456,81.37481417,5.177979143,4.21E-06,0.836079898,0.109053424,2.57E-04,97.32899255,8.33150272
100,1391,24,24,D,11,323585,8551.629658,9879.346283,4.5,16.74,0.258664956,33552,0.53,77.47354399,0.856048225,83.15113091,5.578670891,5.74E-06,0.88111373,0.124349173,3.96E-04,94.370486,8.778305688
100,1391,24,24,E,11,267635,8519.00757,9707.157036,4.5,13.39,0.250153839,29315,0.524,72.39058326,0.815770889,76.86771158,5.098133607,5.37E-06,0.854200195,0.123947284,4.61E-04,89.98793495,8.507013073
100,1391,24,24,F,11,300185,8480.370635,10507.23036,4.5,15.63,0.260339773,31479,0.527,80.79005993,0.881805716,86.83058247,5.266625371,3.17E-06,0.905693204,0.114042047,2.12E-04,95.87195984,9.024228794
100,2951,24,24,A,11,134373,8507.487632,5416.459546,4.5,5.1,0.189770218,8952,0.553,79.19783794,1.297156724,79.7777415,0.996721929,2.56E-10,2.339088923,0.136931872,2.58E-06,34.10633119,22.7428841
100,2951,24,24,B,11,97873,8901.041781,4829.878868,4.5,3.29,0.168074512,5633,0.553,82.55787465,1.258362276,82.64229576,1.360471647,1.34E-09,2.123482574,0.14794434,7.16E-06,38.918283,20.77951999
100,2951,24,24,C,11,91236,8868.209457,4758.406451,4.5,2.98,0.163313609,5565,0.543,81.80428183,1.235181604,81.08501798,0.982994751,4.96E-09,2.041539703,0.092440101,3.53E-06,39.71758073,19.99467116
100,2951,24,24,D,11,53520,8879.786363,6213.399707,4.5,2.28,0.213005482,3769,0.521,91.43614671,1.252575599,90.6344939,4.22378002,6.68E-07,1.797896385,0.291165744,0.000829167,50.41141116,17.74679474
100,2951,24,24,E,11,68257,8341.249687,5097.782735,4.5,2.24,0.164085449,3720,0.534,90.1548265,1.23790464,88.88307558,2.594014488,4.12E-08,1.864019895,0.197347447,8.01E-05,47.68354448,18.37165215
100,2951,24,24,F,11,103616,8322.892352,5793.3772,4.5,4.17,0.201223161,7229,0.545,88.82290107,1.365652,88.30352805,0.580962629,5.47E-12,2.31497767,0.065447313,3.40E-08,38.14444053,22.63361161
100,1391,24,30,A,11,285912,8150.312818,13542.23514,4.5,24.96,0.436497689,46001,0.525,55.67484926,0.744258586,55.17288741,2.316387174,3.60E-07,1.13293425,0.16977407,0.000548245,48.69910803,11.17274708
100,1391,24,30,B,11,352108,8075.552862,11099.02972,4.5,25.61,0.363666727,46908,0.525,48.56103281,0.654812256,48.33934476,1.457332114,5.00E-08,0.960954724,0.100844244,7.62E-05,50.30345711,9.484930658
100,1391,24,30,C,11,240932,8268.578738,14111.00336,4.5,21.98,0.456145815,41274,0.534,47.17516512,0.55795768,47.86641252,2.184935279,5.91E-07,0.715176376,0.090657277,0.000219881,66.92952136,7.099016963
100,1391,24,30,D,11,222360,8117.629477,14512.51738,4.5,22.08,0.496491769,35760,0.507,52.7944054,0.545906994,56.16069931,3.06433307,1.70E-06,0.608269021,0.07109297,1.40E-04,92.3287187,6.059016413
100,1391,24,30,E,11,340614,8137.112782,11107.33379,4.5,23.54,0.345552578,40325,0.528,42.60013475,0.594039508,42.1722714,1.595645791,1.94E-07,0.872852625,0.118598542,0.000322263,48.31545464,8.60598837
100,1391,24,30,F,11,261420,8365.186007,14371.10961,4.5,23.34,0.446408179,41615,0.476,52.84536993,0.54878148,56.29692824,2.877960892,1.16E-06,0.604225299,0.065668657,9.29E-05,93.1720806,6.019158431
