Light,Strain,Ev,Acc,Rep,ExptDay,CellspmL,FSC,RedF,Chl.volextr,ChlReading,ChlperCell,Fm,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I
100,2951,24,30,A,11,370659,8286.049093,6301.431992,4.5,13.3,0.179409975,29996,0.564,61.12327376,0.908648553,60.51222037,2.026421547,9.35E-08,1.530258186,0.214277685,0.00037984,39.54379785,14.98451357
100,2951,24,30,B,11,557419,7916.794078,6872.536817,4.5,25.45,0.228284155,55406,0.533,38.61063751,0.535922131,36.97095855,1.629993012,4.81E-07,1.217241561,0.276960101,0.004593068,30.37273762,11.75085249
100,2951,24,30,C,11,345728,8321.735124,6127.973745,4.5,12.76,0.184537916,27643,0.567,63.54833966,0.752949493,67.41709177,7.002974508,7.19E-05,0.797280398,0.190613807,0.005796069,84.55882262,7.935842502
100,2951,24,30,D,11,513411,7560.369374,6822.798281,4.5,24.65,0.240060951,51931,0.522,37.261037,0.499870908,35.73938851,1.952499346,1.71E-06,1.056058821,0.272010823,0.008147896,33.84223282,10.26359547
100,2951,24,30,E,11,471967,8183.89075,5940.544843,4.5,18.77,0.198848732,35463,0.53,44.28827239,0.610015142,42.76271007,2.30154353,1.57E-06,1.182983429,0.285073265,0.006012753,36.14819026,11.53701888
100,2951,24,30,F,11,448882,8471.964017,5511.402623,4.5,17.81,0.198381542,32499,0.552,52.86384714,0.779563826,51.57640998,2.11740328,3.15E-07,1.560671317,0.307912828,0.002291262,33.04757985,15.14720234
100,1391,24,18,A,14,32245,11364.19719,6065.566298,4.5,1.6,0.248103585,1801,0.369,103.1679693,0.995393785,107.6571441,3.190867493,4.51E-08,1.220430649,0.080440028,5.17E-06,88.21242252,12.15229423
100,1391,24,18,B,14,212581,10586.41041,4229.399484,4.5,4.88,0.11477994,10241,0.445,118.2017187,1.021850871,133.0045409,2.471259788,2.76E-09,1.089837258,0.033840756,5.96E-08,122.0407358,10.87404684
100,1391,24,18,C,14,127174,11381.75082,5212.988161,4.5,4.46,0.175350482,7115,0.435,141.6559091,1.209588221,161.810803,3.512421003,7.01E-09,1.261775831,0.043549455,1.12E-07,128.2405313,12.59224568
100,1391,24,18,D,14,73779,11587.21178,5174.185272,4.5,2.97,0.201275657,3731,0.408,140.8668225,1.18466376,163.2295721,4.096616343,1.67E-08,1.222417146,0.046756528,2.07E-07,133.5301723,12.20136981
100,1391,24,18,E,14,149923,10022.381,5495.407431,4.5,5.03,0.16775286,10009,0.487,137.4584242,1.058625134,166.3444803,4.149181798,1.61E-08,1.087860835,0.035413795,7.90E-08,152.9097059,10.8631259
100,1391,24,18,F,14,38112,12747.52503,4393.439384,4.5,2.24,0.293874254,1321,0.297,106.5279736,0.966552714,115.7680663,3.922408751,1.00E-07,1.070976093,0.067923808,4.13E-06,108.0958456,10.67931309
100,2951,24,18,A,14,147830,7727.155195,3918.894926,4.5,3.95,0.117678809,8800,0.536,150.6218419,1.69843464,154.5436705,1.621465274,8.99E-11,2.113746603,0.05737958,2.67E-08,73.11362218,21.00663893
100,2951,24,18,B,14,133642,8186.017845,3669.507095,4.5,4.09,0.124967977,7470,0.522,153.0299485,1.628405848,156.5697082,3.794260548,1.35E-08,2.065099752,0.125765956,3.25E-06,75.81701953,20.53207202
100,2951,24,18,C,14,95205,8238.2477,3632.169695,4.5,2.04,0.107137712,4303,0.524,148.1482177,1.652676942,151.2171277,2.922013697,3.49E-09,2.136133328,0.109596196,1.18E-06,70.79011676,21.22036891
100,2951,24,18,D,14,95239,8112.761552,4334.590232,4.5,2.83,0.122788346,6408,0.512,129.5981263,1.384468313,132.6820189,2.433743828,2.56E-09,1.790209318,0.084038213,6.98E-07,74.11536605,17.79424439
100,2951,24,18,E,14,62863,8199.037312,3804.791286,4.5,2.32,0.112771231,4610,0.512,149.606115,1.710120589,153.2584504,1.801365096,1.78E-10,2.14006761,0.066170726,5.81E-08,71.61383579,21.2626572
100,2951,24,18,F,14,103001,8235.097248,3924.182882,4.5,3.23,0.131300243,6549,0.528,153.3347102,1.710845691,157.8776937,0.934245308,2.90E-12,2.074436839,0.030755005,7.14E-10,76.10629101,20.62580538
100,1391,24,24,A,14,115410,8665.855447,11784.73037,4.5,6.68,0.289403891,16785,0.526,108.7453026,1.0639889,124.5389891,7.33111282,2.66E-06,1.003853309,0.097163985,4.81E-05,124.0609439,10.01684848
100,1391,24,24,B,14,130903,8122.057345,8594.715936,4.5,5.98,0.228413532,13429,0.522,75.60773084,0.876637382,79.17166512,4.852177288,3.37E-06,0.95323058,0.13642563,0.000427715,83.05615322,9.486510358
100,1391,24,24,C,14,123571,8626.800848,10137.0439,4.5,6.46,0.261389002,13736,0.532,86.75431458,0.931482521,94.72497986,6.30908628,5.50E-06,0.923803126,0.120638726,0.000259151,102.5380595,9.208854372
100,1391,24,24,D,14,138043,8488.264774,9648.542115,4.5,6.3,0.228189939,14675,0.509,82.51829077,0.886003021,89.66001092,5.656356501,4.00E-06,0.894461327,0.112814925,0.000213839,100.2391139,8.915057626
100,1391,24,24,E,14,118503,8404.077373,9832.168897,4.5,5.43,0.229108726,13023,0.525,65.91194571,0.718918032,71.1401638,5.120661741,8.66E-06,0.720791153,0.105103401,0.000473215,98.69733203,7.18334761
100,1391,24,24,F,14,121333,8422.59258,10384.36529,4.5,6.46,0.26620997,11310,0.504,82.13633983,0.9255922,85.87477059,4.242881272,9.45E-07,1.024473169,0.117327051,0.00012481,83.82334763,10.19640533
100,2951,24,24,A,14,208140,8069.79588,4653.053075,4.5,5.9,0.141731253,10836,0.53,62.19477427,0.981745689,62.15134218,1.13901116,2.54E-09,1.758623607,0.146850224,2.05E-05,35.34090065,17.13144615
100,2951,24,24,B,14,173280,8303.64021,4224.940876,4.5,4.88,0.14081264,8420,0.535,70.09416248,1.021964562,69.78778637,1.805260052,2.00E-08,1.593391986,0.159541524,5.83E-05,43.79825366,15.66269642
100,2951,24,24,C,14,156631,8346.67028,3946.236485,4.5,3.92,0.125134731,6953,0.526,72.93137292,1.074341194,72.80018855,1.668460497,9.70E-09,1.653733756,0.146138126,2.85E-05,44.02171044,16.25863578
100,2951,24,24,D,14,168105,8086.266167,5855.829753,4.5,6.63,0.197198432,10613,0.551,70.60204561,0.983812436,69.57324135,3.277552351,7.13E-07,1.524073844,0.269298315,0.001307657,45.64952125,15.0015408
100,2951,24,24,E,14,96965,7530.086099,4306.561954,4.5,2.92,0.150569935,4446,0.515,85.54407859,1.164992457,84.83162137,2.595750439,5.46E-08,1.701789103,0.182541064,8.63E-05,49.84849251,16.79322035
100,2951,24,24,F,14,256318,7672.522014,4779.074287,4.5,7.51,0.146497606,11847,0.544,71.71322141,1.10774622,71.10236222,1.361066599,3.30E-09,1.944201725,0.165146668,2.27E-05,36.57149425,18.97153735
100,1391,24,30,A,14,156942,8511.447766,12770.20986,4.5,6.59,0.209950307,15869,0.493,102.9022335,1.169791941,107.4272596,3.956597414,1.65E-07,1.310131447,0.113855171,2.59E-05,81.99731392,13.0367463
100,1391,24,30,B,14,160386,8666.544257,13712.24172,4.5,5.89,0.183619277,11698,0.484,79.88060996,0.900137365,83.58683366,3.247741772,2.27E-07,1.007845911,0.091553803,3.34E-05,82.93612421,10.02990038
100,1391,24,30,C,14,122503,8556.024654,11228.64522,4.5,5.33,0.217546055,10329,0.501,93.96483114,1.011850783,99.42988825,3.980005338,2.71E-07,1.098439537,0.095731275,2.63E-05,90.51921828,10.93992626
100,1391,24,30,D,14,116942,8396.169002,11450.09696,4.5,5.11,0.218484414,10900,0.484,88.09377606,0.910041236,94.1911556,4.248009222,5.50E-07,0.995193321,0.094183791,4.23E-05,94.64608893,9.915065518
100,1391,24,30,E,14,153809,8647.164666,10137.19739,4.5,5.49,0.178467876,12203,0.495,75.95553683,0.815100154,80.10301898,3.888098982,8.51E-07,0.898197175,0.096088647,8.50E-05,89.18199833,8.944516092
100,1391,24,30,F,14,125973,8471.058562,12885.55455,4.5,5.56,0.220682332,11981,0.466,86.66479451,0.863449468,94.36541432,4.459127222,7.26E-07,0.904929946,0.082623971,3.44E-05,104.2792481,9.021661664
100,2951,24,30,A,14,95093,9320.908817,8567.890435,4.5,2.87,0.150904492,4944,0.488,76.07986705,1.130910687,75.35110804,2.949475201,2.37E-07,1.785883993,0.27833888,0.000676481,42.19261068,17.53179192
100,2951,24,30,B,14,80117,9354.949862,7167.201241,4.5,1.98,0.123568979,4188,0.51,103.5665136,1.102714704,115.5394013,7.767843265,5.81E-06,1.040610584,0.127836909,0.00018475,111.0303922,10.37805949
100,2951,24,30,C,14,62541,9106.573624,8223.995344,4.5,1.46,0.116722581,3061,0.517,79.93823841,1.149649158,79.01017383,2.59327702,8.30E-08,1.787229147,0.225458913,0.000214064,44.20819454,17.57357679
100,2951,24,30,D,14,107893,9764.911183,6834.797767,4.5,3.81,0.176564308,6841,0.518,68.77845848,0.99135217,67.56409249,2.723780041,2.82E-07,1.621576647,0.26277336,0.000831877,41.66567926,15.91141957
100,2951,24,30,E,14,84923,8911.24887,7804.829877,4.5,2.05,0.1206971,3935,0.497,93.57325847,0.997759403,102.6540339,7.00713767,6.35E-06,0.977745449,0.128192539,0.0002649,104.9905515,9.747994601
100,2951,24,30,F,14,86677,9155.298491,8373.175687,4.5,2.5,0.144212826,5259,0.527,72.14142823,0.985831316,71.14539429,2.393971845,9.63E-08,1.546082247,0.193941497,0.000207475,46.01656506,15.22195475
100,1391,24,18,A,16,30387,11811.85027,6460.326395,4.5,1.39,0.228717942,1979,0.353,106.0094847,1.0087303,112.7485206,2.124904303,3.01E-09,1.17579761,0.045995219,2.36E-07,95.89109528,11.71553665
100,1391,24,18,B,16,238683,10527.57205,5606.948046,4.5,5.3,0.111025768,13602,0.457,127.0332752,1.099007986,143.2503683,2.791005356,3.67E-09,1.16723449,0.037796688,7.65E-08,122.7262984,11.6465811
100,1391,24,18,C,16,137315,11404.03039,6786.141566,4.5,4.47,0.162764251,8846,0.443,136.9447726,1.234760977,154.8966726,4.696506074,5.17E-08,1.2663317,0.064022627,1.08E-06,122.3191937,12.63518002
100,1391,24,18,D,16,73692,11721.76528,5821.360692,4.5,2.97,0.201513752,4319,0.409,130.9822032,1.218231339,143.6789583,2.111713067,6.78E-10,1.29754664,0.034932284,2.54E-08,110.7312476,12.94030656
100,1391,24,18,E,16,185703,10139.89738,6121.426096,4.5,5.04,0.135700443,13467,0.493,131.7617365,1.050093095,157.5844966,4.604455376,4.14E-08,1.065666555,0.042308277,2.58E-07,147.8741131,10.64045036
100,1391,24,18,F,16,33452,13151.96611,5952.02368,4.5,1.53,0.228683807,1597,0.325,124.5729677,0.970734891,156.1305331,7.021010263,5.41E-07,0.948425379,0.05069298,1.51E-06,164.6207879,9.472605232
100,2951,24,18,A,16,228402,7783.149708,3854.890217,4.5,4.95,0.108361445,11376,0.536,137.0614012,1.724407616,138.6337894,2.839119981,4.95E-09,2.335332406,0.146152792,3.82E-06,59.36362167,23.13490749
100,2951,24,18,B,16,201979,8161.84691,3647.850528,4.5,4.58,0.11337785,9166,0.525,145.1572541,1.641519565,147.8943894,3.267186429,7.79E-09,2.122042902,0.126034084,2.80E-06,69.69434465,21.07599271
100,2951,24,18,C,16,116866,7971.028037,3748.432647,4.5,2.67,0.114233513,5806,0.53,147.0480738,1.624990822,149.8771356,4.386191655,4.18E-08,2.104690661,0.162766177,1.32E-05,71.21100425,20.90964128
100,2951,24,18,D,16,144369,7946.915595,4350.005627,4.5,3.97,0.137494963,7600,0.53,126.7755517,1.492673312,128.729352,2.485609074,3.48E-09,1.964487596,0.107135934,1.70E-06,65.52820812,19.49378274
100,2951,24,18,E,16,121699,7947.696069,3835.824378,4.5,2.61,0.107232126,4932,0.527,138.5225279,1.716960704,140.3107921,3.233648646,1.00E-08,2.314344415,0.160288524,6.91E-06,60.62658228,22.93581877
100,2951,24,18,F,16,149187,7882.919017,3754.534194,4.5,3.36,0.112610437,6889,0.525,141.2742135,1.798592167,142.9805091,3.359567162,1.13E-08,2.405001632,0.17248694,8.48E-06,59.4513148,23.82573945
100,1391,24,24,A,16,188580,8625.988135,11355.81167,4.5,9.32,0.247109478,26216,0.53,101.7292947,1.035368759,112.9845811,6.633744371,2.62E-06,1.016045691,0.108854444,8.57E-05,111.2002956,10.13315597
100,1391,24,24,B,16,199787,8308.344944,8036.11849,4.5,8.33,0.208472416,18590,0.523,70.8995084,0.871326282,71.97092302,3.693480501,1.18E-06,1.084683739,0.155658977,0.000434025,66.35198852,10.76545201
100,1391,24,24,C,16,192941,8739.084707,9381.913857,4.5,8.6,0.222865577,20325,0.533,77.24695704,0.882706117,81.40842232,5.010837895,3.46E-06,0.943424063,0.131472555,0.000370038,86.29038152,9.392232408
100,1391,24,24,D,16,208752,8730.883752,9057.765811,4.5,10.13,0.242632604,20296,0.523,72.69358364,0.837729019,76.075084,4.559582601,2.96E-06,0.914355218,0.127796214,0.000376005,83.20079823,9.099776128
100,1391,24,24,E,16,190600,8446.640482,9114.208614,4.5,8.47,0.222193381,20517,0.529,63.9076802,0.764427566,65.48880317,4.274203645,4.88E-06,0.891906014,0.150097216,0.001014739,73.42567731,8.864321762
100,1391,24,24,F,16,204841,8368.363253,9804.64879,4.5,10.17,0.248241517,18612,0.514,77.13077289,0.859302389,81.00974763,4.137181489,1.15E-06,0.943702467,0.109578643,0.000134858,85.84246676,9.394566764
100,2951,24,24,A,16,253764,7806.11506,4544.235233,4.5,8,0.157626684,13855,0.527,72.48638407,1.108599701,72.65975924,1.103694276,8.26E-10,1.882284132,0.121755161,4.63E-06,38.60190819,18.41278297
100,2951,24,24,B,16,231185,8014.534505,3926.104226,4.5,5.6,0.12111525,11315,0.539,73.25623255,1.096625314,73.19900259,0.885814448,2.12E-10,1.725386241,0.082792133,7.95E-07,42.42470518,16.94126611
100,2951,24,24,C,16,198760,8177.31051,3738.260959,4.5,5.41,0.136093711,9107,0.508,74.8333154,1.154574094,74.98523213,1.075605864,5.86E-10,1.880900686,0.112124591,2.87E-06,39.86666212,18.4242085
100,2951,24,24,D,16,241927,8017.277121,4969.919238,4.5,8.38,0.173192647,13438,0.52,60.42928542,0.900985615,59.70427507,1.006666102,1.54E-09,1.557884923,0.112471561,8.82E-06,38.32393151,15.2346514
100,2951,24,24,E,16,166221,7825.593735,3897.448509,4.5,4.28,0.128744145,6360,0.501,82.98887883,1.104112555,83.04454644,2.615905466,6.49E-08,1.523853106,0.156955749,6.85E-05,54.49642494,15.06976838
100,2951,24,24,F,16,336265,8191.436476,4347.294205,4.5,10.15,0.150922467,16515,0.521,77.21198519,1.15536635,76.95931309,1.19792583,9.56E-10,1.841559151,0.11496425,3.76E-06,41.79030201,18.0719693
100,1391,24,30,A,16,242416,8544.961055,10503.52948,4.5,8.13,0.167686665,20822,0.505,121.3289892,1.324537345,127.0433797,4.987133994,2.41E-07,1.516487452,0.138052353,3.38E-05,83.77476484,15.09325637
100,1391,24,30,B,16,222321,8812.551937,9523.605723,4.5,6.32,0.142136726,13083,0.489,89.13617699,1.028840594,91.39564587,2.914710781,6.99E-08,1.237897326,0.10134484,1.83E-05,73.83136225,12.30382712
100,1391,24,30,C,16,166022,8842.572135,12803.92169,4.5,5.96,0.179494764,12380,0.536,107.0387826,1.175469729,111.9557249,3.897638738,1.18E-07,1.318023914,0.105224677,1.58E-05,84.94210438,13.11968343
100,1391,24,30,D,16,187655,8445.181638,13036.95919,4.5,5.99,0.159601494,14933,0.549,84.0827046,0.935665673,87.42675789,3.846856674,4.75E-07,1.080551396,0.11340044,7.62E-05,80.90939332,10.75082736
100,1391,24,30,E,16,211714,8861.559803,10959.93588,4.5,6.21,0.146659875,13586,0.525,78.81585579,0.905438822,81.33486744,3.887734656,7.77E-07,1.059762503,0.126059578,0.000154354,76.74820276,10.53805719
100,1391,24,30,F,16,179080,8354.191178,12255.8519,4.5,7.15,0.199631478,13614,0.518,80.30800628,0.88910054,83.57781232,3.858221157,6.32E-07,1.023695424,0.111895723,9.60E-05,81.64324113,10.18606677
100,2951,24,30,A,16,109783,9023.687801,7718.209845,4.5,2.77,0.126157956,4511,0.539,88.01977669,1.205812308,87.43165136,2.075372883,1.20E-08,1.715822924,0.140359298,1.82E-05,50.95610399,16.94129875
100,2951,24,30,B,16,116668,9750.79362,8245.947614,4.5,2.63,0.112713095,4472,0.481,91.54893245,1.204281801,92.49018176,3.231837419,1.21E-07,1.512143611,0.157674834,7.35E-05,61.16494564,14.98813051
100,2951,24,30,C,16,105495,9667.230279,8351.676244,4.5,2.33,0.110431669,5189,0.504,90.2261604,1.126110373,92.48951183,3.449318119,1.78E-07,1.331514851,0.133862906,5.97E-05,69.46187027,13.22391663
100,2951,24,30,D,16,159451,9034.784917,9419.096083,4.5,5.32,0.16682205,9721,0.488,194.3229055,1.261419352,354.6559046,35.04394799,5.41E-05,1.124150165,0.045652216,2.95E-07,315.4880154,11.2377384
100,2951,24,30,E,16,138133,8313.226697,7013.988727,4.5,2.88,0.104247399,5206,0.526,78.67432986,1.192112541,77.8827256,1.314694457,1.55E-09,1.990563941,0.141635899,8.10E-06,39.12596024,19.48323723
100,2951,24,30,F,16,127507,9086.833076,8513.697163,4.5,3.27,0.12822873,6258,0.538,81.34456145,1.120371344,80.645967,5.771072128,8.37E-06,1.602982836,0.399254402,0.006998964,50.30993795,15.8220063
100,1391,24,18,A,18,29444,12749.49251,6644.661376,4.5,1.28,0.217362706,1713,0.33,90.83381332,0.908719657,95.33441298,1.416404487,7.23E-10,1.048798567,0.033810134,7.45E-08,90.89868727,10.44587828
100,1391,24,18,B,18,276067,10607.5463,5724.5091,4.5,5.17,0.0936368,15705,0.457,131.5196099,1.160202379,149.4538146,4.347698234,4.04E-08,1.197045201,0.056894776,7.51E-07,124.8522733,11.9449201
100,1391,24,18,C,18,155794,11410.94316,6777.771688,4.5,6.1,0.195771506,10104,0.457,141.8866997,1.274542808,159.7457601,3.75825947,1.13E-08,1.32208194,0.052490484,2.58E-07,120.8289405,13.1907166
100,1391,24,18,D,18,73967,12081.93413,6572.644772,4.5,3.31,0.22374868,4159,0.411,125.1457676,1.118849605,141.9654981,3.621298295,1.84E-08,1.144830759,0.048038142,3.58E-07,124.0056637,11.42355567
100,1391,24,18,E,18,218505,10187.48509,6780.789654,4.5,6.29,0.143932639,15924,0.502,124.8825256,1.014560433,146.369315,3.451458686,1.15E-08,1.048385374,0.035885582,1.07E-07,139.6140376,10.46596206
100,1391,24,18,F,18,28764,13186.83058,5547.62499,4.5,1.51,0.26248381,1399,0.343,99.60889137,0.958532552,106.502377,1.764985332,1.39E-09,1.063333799,0.035254555,8.81E-08,100.1589313,10.59814624
100,2951,24,18,A,18,331676,8088.480342,4082.192452,4.5,8.71,0.131302768,17282,0.498,144.8335892,1.88823465,146.218611,2.672295902,2.50E-09,2.597435224,0.151301824,2.50E-06,56.29345814,25.70454048
100,2951,24,18,B,18,277013,8068.124919,3822.785977,4.5,6.82,0.1230988,12575,0.544,141.0366265,1.66319958,143.4955253,3.874060498,2.58E-08,2.196334141,0.167875361,1.23E-05,65.33410496,21.79342045
100,2951,24,18,C,18,176407,7943.660984,3970.627939,4.5,4.22,0.119610076,9014,0.541,129.4799277,1.558310939,131.6393646,3.263975028,1.55E-08,2.103702416,0.152851648,9.15E-06,62.57508836,20.85974951
100,2951,24,18,D,18,233565,8092.561975,4675.313614,4.5,6.85,0.146639846,11659,0.52,123.4682427,1.549867662,125.2394739,3.42767418,2.80E-08,2.10824406,0.17623193,2.07E-05,59.40463737,20.88553205
100,2951,24,18,E,18,215029,7956.013276,4068.845865,4.5,5.3,0.123239086,9668,0.542,123.0256083,1.634511037,124.7146975,3.386474368,2.67E-08,2.27268641,0.200689445,2.84E-05,54.87545354,22.47858963
100,2951,24,18,F,18,235886,7975.44693,3997.171346,4.5,6.05,0.128240066,12056,0.548,123.537154,1.650136136,125.092531,3.169624832,1.77E-08,2.261400878,0.185170296,1.83E-05,55.31638916,22.37083929
100,1391,24,24,A,18,379746,8685.969262,7783.204083,4.5,10.61,0.189636408,24588,0.502,103.4643094,1.209957258,107.2085638,4.612735096,4.16E-07,1.374413454,0.145256745,7.93E-05,78.00313903,13.66933026
100,1391,24,24,B,18,391414,8717.924804,9982.092819,4.5,13.41,0.230085205,34217,0.517,79.59128776,0.92282492,83.55583957,4.769341261,2.22E-06,0.999670952,0.132570924,0.000282062,83.5833425,9.949283464
100,1391,24,24,C,18,370549,8331.842713,7176.602145,4.5,10.36,0.191462392,23386,0.518,71.29001342,0.842531633,73.49936393,3.904111628,1.45E-06,0.981880665,0.132417659,0.000309313,74.8556994,9.760810558
100,1391,24,24,D,18,370881,8533.246484,8277.723643,4.5,11.67,0.215408025,23921,0.507,75.76666029,0.864578009,79.03945539,4.566581074,2.38E-06,0.966972764,0.132159131,0.000332763,81.739071,9.621771801
100,1391,24,24,E,18,361730,8391.341175,8451.660194,4.5,11.27,0.215298064,24628,0.529,63.23686268,0.709094321,66.78810887,4.482131414,5.75E-06,0.762523868,0.114458566,0.000553207,87.58822076,7.592279043
100,1391,24,24,F,18,390314,8413.86515,9526.244365,4.5,14.21,0.244734801,28929,0.531,67.98671718,0.743245117,71.54199647,3.767250039,1.38E-06,0.822967079,0.097525185,0.000151144,86.93178412,8.193562121
100,2951,24,24,A,18,473137,7288.235118,4478.666275,4.5,12.17,0.163076676,18586,0.507,86.43405863,1.427406831,88.05874123,2.105420837,1.25E-08,2.362762208,0.247078115,7.47E-05,37.26940483,23.07647426
100,2951,24,24,B,18,623154,7863.096053,4064.53983,4.5,11.05,0.144197944,19761,0.539,74.30208678,1.170936686,74.70033313,0.585480249,1.56E-11,1.92113479,0.063768256,8.87E-08,38.88344198,18.79870898
100,2951,24,24,C,18,459555,7784.750388,4111.098517,4.5,10.48,0.145735863,17579,0.526,77.69877259,1.181030061,77.54495055,1.442826255,2.79E-09,1.898826981,0.144181157,1.18E-05,40.83834458,18.61764238
100,2951,24,24,D,18,455563,7390.319715,4881.123404,4.5,12.09,0.170011897,21582,0.536,59.5952753,0.944945698,59.58520476,0.67767908,1.46E-10,1.716393633,0.090197519,1.36E-06,34.71534944,16.70444477
100,2951,24,24,E,18,547639,7733.272591,4364.817544,4.5,10.83,0.155765228,16772,0.524,66.51553298,1.028669338,65.83045857,1.526604761,1.04E-08,1.86048186,0.196400044,7.88E-05,35.38355303,18.12481094
100,2951,24,24,F,18,549858,7874.4974,4629.101276,4.5,15.32,0.170275921,25874,0.543,66.99819813,0.967310895,66.45731519,1.656447758,1.60E-08,1.538071441,0.14992188,5.00E-05,43.20821089,15.11185925
100,1391,24,30,A,18,424217,8521.333544,12791.4036,4.5,9.8,0.151133446,26337,0.474,128.8874219,1.325617134,137.2545621,5.585338396,2.99E-07,1.460856488,0.125508552,2.42E-05,93.95485677,14.5536507
100,1391,24,30,B,18,400060,8629.060298,10193.85796,4.5,8.41,0.14013843,16964,0.509,113.600257,1.21216,119.0725959,4.453712971,1.81E-07,1.38799116,0.118098842,2.29E-05,85.78771922,13.81738551
100,1391,24,30,C,18,344677,8697.842116,12243.94048,4.5,7.86,0.160620088,16473,0.514,121.3046755,1.301598683,127.3202762,4.118998193,7.61E-08,1.454389812,0.105286072,8.96E-06,87.54205725,14.48096702
100,1391,24,30,D,18,378372,8270.469844,12383.35521,4.5,9.07,0.162911417,19456,0.542,97.18386594,1.027311148,103.0147404,4.810341156,6.76E-07,1.121064363,0.112575123,5.93E-05,91.89012143,11.16659633
100,1391,24,30,E,18,378813,8602.221088,10480.84309,4.5,7.81,0.14005812,16540,0.506,96.79678161,1.127958207,98.88517344,3.114642696,6.49E-08,1.363781084,0.11188307,1.85E-05,72.50809871,13.55199668
100,1391,24,30,F,18,375726,8292.199038,11836.48824,4.5,9.56,0.173360675,20025,0.53,91.70589068,1.032284064,94.93783358,3.647973142,2.12E-07,1.20736179,0.11322301,4.01E-05,78.63246492,12.00894652
100,2951,24,30,A,18,351893,8236.531418,6604.522942,4.5,6.69,0.132794604,9301,0.454,82.02458687,1.364499671,82.99165628,1.359703969,1.30E-09,2.385030602,0.180216903,1.15E-05,34.79689368,23.21470878
100,2951,24,30,B,18,375098,8961.971646,7198.688112,4.5,6.09,0.110687632,10719,0.504,84.98578515,1.37527416,86.11562753,1.11254041,3.13E-10,2.237822493,0.123404777,1.81E-06,38.48188486,21.88774629
100,2951,24,30,C,18,343938,9101.927797,6092.2861,4.5,5.08,0.104124671,9407,0.501,82.93880675,1.332944795,84.26583437,1.798656577,6.34E-09,2.130818853,0.190172916,3.02E-05,39.54622151,20.86534501
100,2951,24,30,D,18,488985,7962.643789,9045.033031,4.5,8.48,0.146720536,14412,0.462,67.95374299,1.040805774,67.6497213,0.533958144,5.81E-10,1.780090108,0.054411882,5.01E-07,38.00353758,17.40112942
100,2951,24,30,E,18,308773,8747.498554,7206.196158,4.5,6.94,0.112380168,13349,0.496,84.18507415,1.101627376,84.34235149,6.454894278,1.24E-05,1.439163517,0.340041607,0.005486091,58.60512062,14.25356821
100,2951,24,30,F,18,483856,8400.657402,8455.012666,4.5,7.12,0.125415618,12600,0.506,77.15760989,1.15161139,76.74029892,1.082964417,5.31E-10,1.839035582,0.104201538,2.12E-06,41.72855581,18.04621102